node_1|node_2|edge|chunk_id
cinereous tit|dense forests|The Cinereous Tit avoids dense forests.|31364a6563a740cf9b7c9a31885108a4
red-breasted flycatcher|small flycatcher|The Red-breasted Flycatcher is a distinctive, small flycatcher.|c08ccc7e7fa745ddb50d52958ee1ceb4
red-breasted flycatcher|male (bird)|Males of the Red-breasted Flycatcher have a rusty-orange throat that continues onto the breast.|c08ccc7e7fa745ddb50d52958ee1ceb4
red-breasted flycatcher|breeding male|In breeding males of the Red-breasted Flycatcher, the more extensive orange throat is noted.|c08ccc7e7fa745ddb50d52958ee1ceb4
red-breasted flycatcher|female (bird)|The plumages of the Red-breasted Flycatcher have a distinctive tail pattern with black terminal bar and white sides. This is characteristic for all genders.|c08ccc7e7fa745ddb50d52958ee1ceb4
red-breasted flycatcher|taiga flycatcher|The Red-breasted Flycatcher should be compared with the very similar Taiga Flycatcher.|c08ccc7e7fa745ddb50d52958ee1ceb4
red-breasted flycatcher|breeding male (taiga flycatcher)|Note the more extensive orange throat in breeding males of the Red-breasted Flycatcher compared to that of the Taiga Flycatcher.|c08ccc7e7fa745ddb50d52958ee1ceb4
red-breasted flycatcher|warmer overall coloration|The Red-breasted Flycatcher has warmer overall coloration compared to the Taiga Flycatcher.|c08ccc7e7fa745ddb50d52958ee1ceb4
red-breasted flycatcher|more extensive pale pinkish on the bill base|The Red-breasted Flycatcher has more extensive pale pinkish on the bill base compared to the Taiga Flycatcher.|c08ccc7e7fa745ddb50d52958ee1ceb4
red-breasted flycatcher|mature deciduous mixed forest|The Red-breasted Flycatcher breeds in mature deciduous mixed forest.|c08ccc7e7fa745ddb50d52958ee1ceb4
red-breasted flycatcher|winter location|The winter location for the Red-breasted Flycatcher is not explicitly mentioned but it's known to winter in forest, woodland and parks.|c08ccc7e7fa745ddb50d52958ee1ceb4
red-breasted flycatcher|song|The song of the Red-breasted Flycatcher is a series of bland and repetitive but sweet whistles, often with a few fuzzy notes as an intro.|c08ccc7e7fa745ddb50d52958ee1ceb4
red-breasted flycatcher|rattling 'zrrrt' call|The Red-breasted Flycatcher is often detected by a rattling 'zrrrt' call.|c08ccc7e7fa745ddb50d52958ee1ceb4
red-breasted flycatcher|taiga flycatcher (compare with)|Note the slower zrrrt call of the Red-breasted Flycatcher compared to that of the Taiga Flycatcher.|c08ccc7e7fa745ddb50d52958ee1ceb4
black redstart|species|The Black Redstart is a species of bird.|dfbf1312e1134629ac4d830dca56d2c9
orange tail|distinctive feature|The Orange tail is a distinctive feature of the Black Redstart, particularly when flashed open or in flight.|dfbf1312e1134629ac4d830dca56d2c9
blackish|color|Male Black Redstarts are slaty blackish.|dfbf1312e1134629ac4d830dca56d2c9
grayish|color|Female Black Redstarts are smoky grayish overall.|dfbf1312e1134629ac4d830dca56d2c9
orange|color|Eastern males of the Black Redstart have extensive orange on the underparts.|dfbf1312e1134629ac4d830dca56d2c9
brown|color|Females in the eastern population of the Black Redstart are warm brown.|dfbf1312e1134629ac4d830dca56d2c9
rocky component|habitat|The Black Redstart occupies varied open habitats, often but not always with a rocky component.|dfbf1312e1134629ac4d830dca56d2c9
sings from prominent perches|activity|The Black Redstart sings from prominent perches.|dfbf1312e1134629ac4d830dca56d2c9
trill|song|Western birds give a short trill as part of their song.|dfbf1312e1134629ac4d830dca56d2c9
buzzy intro notes|song|The song of the Black Redstart also includes buzzy intro notes.|dfbf1312e1134629ac4d830dca56d2c9
high-pitched 'tseet'|calls|The Black Redstart makes calls that include a high-pitched 'tseet'.|dfbf1312e1134629ac4d830dca56d2c9
dry clicks|calls|The Black Redstart also makes dry clicks as part of its calls.|dfbf1312e1134629ac4d830dca56d2c9
pied avocet|species|The Pied Avocet is a species of bird.|e5ccc6c65c214a1897072731323c5598
striking|description of pied avocet|The Pied Avocet is described as striking due to its elegant shape, boldly pied plumage, long bluish-gray legs, and long, slender, upcurved bill.|e5ccc6c65c214a1897072731323c5598
essentially unmistakable|description of pied avocet|The Pied Avocet is essentially unmistakable due to its striking features.|e5ccc6c65c214a1897072731323c5598
elegant shape|description of pied avocet|The Pied Avocet has an elegant shape.|e5ccc6c65c214a1897072731323c5598
boldly pied plumage|description of pied avocet|The Pied Avocet has boldly pied plumage.|e5ccc6c65c214a1897072731323c5598
long bluish-gray legs|description of pied avocet|The Pied Avocet has long bluish-gray legs.|e5ccc6c65c214a1897072731323c5598
long, slender, upcurved bill|description of pied avocet|The Pied Avocet has a long, slender, upcurved bill.|e5ccc6c65c214a1897072731323c5598
curve is stronger on female|characteristic of pied avocet|The curve of the Pied Avocet is stronger on the female.|e5ccc6c65c214a1897072731323c5598
usually breeds in small colonies|habitat and behavior of pied avocet|The Pied Avocet usually breeds in small colonies.|e5ccc6c65c214a1897072731323c5598
nesting birds call noisily|behavior of pied avocet|When nesting, the Pied Avocet calls noisily.|e5ccc6c65c214a1897072731323c5598
nonbreeding flocks locally number in hundreds|population and migration of pied avocet|Outside the breeding season, nonbreeding flocks of the Pied Avocet can number in hundreds.|e5ccc6c65c214a1897072731323c5598
feeds while wading or swimming|behavior and diet of pied avocet|The Pied Avocet feeds by wading or swimming, sweeping its bill side to side.|e5ccc6c65c214a1897072731323c5598
most common in coastal wetlands and brackish lagoons and estuaries|habitat of pied avocet|The Pied Avocet is most commonly found in coastal wetlands, brackish lagoons, and estuaries.|e5ccc6c65c214a1897072731323c5598
will also appear inland|habitat of pied avocet|The Pied Avocet can also be found inland, particularly on or near large lakes.|e5ccc6c65c214a1897072731323c5598
ruddy shelduck|duck|The Ruddy Shelduck is a type of duck.|062c9724c430488983e00f231efd10e1
ruddy shelduck|striking and distinctive|The Ruddy Shelduck is striking and distinctive.|062c9724c430488983e00f231efd10e1
ruddy shelduck|plumage|The Ruddy Shelduck has bright ruddy plumage overall with contrasting pale creamy head and neck. The male Ruddy Shelduck also has a narrow black neck ring.|062c9724c430488983e00f231efd10e1
ruddy shelduck|big white forewing patches|The big white forewing patches are striking in flight when observing the Ruddy Shelduck.|062c9724c430488983e00f231efd10e1
ruddy shelduck|southeastern europe|The Ruddy Shelduck breeds in southeastern Europe.|062c9724c430488983e00f231efd10e1
ruddu shelduck|central asia|The Ruddy Shelduck breeds in Central Asia.|062c9724c430488983e00f231efd10e1
ruddy shelduck|south asia|The Ruddy Shelduck winters in South Asia.|062c9724c430488983e00f231efd10e1
ruddy shelduck|saline lakes|The Ruddy Shelduck is often found around saline lakes.|062c9724c430488983e00f231efd10e1
ruddy shelduck|reservoirs|The Ruddy Shelduck can also be found near reservoirs.|062c9724c430488983e00f231efd10e1
ruddy shelduck|agricultural fields|The Ruddy Shelduck is often found in agricultural fields.|062c9724c430488983e00f231efd10e1
ruddy shelduck|escapees from waterfowl collections|Occasionally, escapees from waterfowl collections are seen free-flying outside of the native range of the Ruddy Shelduck.|062c9724c430488983e00f231efd10e1
little ringed plover|species|The Little Ringed Plover is a species.|ef9d993e8fe14e0481628b822243c208
little ringed plover|plover|The Little Ringed Plover is a type of plover.|ef9d993e8fe14e0481628b822243c208
little ringed plover|delicately built|The Little Ringed Plover is delicately built.|ef9d993e8fe14e0481628b822243c208
little ringed plover|small|The Little Ringed Plover is small.|ef9d993e8fe14e0481628b822243c208
little ringed plover|yellow eyerings|The Little Ringed Plover has bright yellow eyerings.|ef9d993e8fe14e0481628b822243c208
little ringed plover|dull pinkish legs|The Little Ringed Plover has dull pinkish legs.|ef9d993e8fe14e0481628b822243c208
little ringed plover|large white forehead patch|In adults, the Little Ringed Plover has a large white forehead patch.|ef9d993e8fe14e0481628b822243c208
little ringed plover (adult)|white eyebrow|In adults of the Little Ringed Plover, the white eyebrow continues unbroken across the forehead.|ef9d993e8fe14e0481628b822243c208
little ringed plover (adult)|plumage|The plumage of an adult Little Ringed Plover is similar to that of a bulkier Ringed Plover.|ef9d993e8fe14e0481628b822243c208
little ringed plover (adult)|white eyebrow|However, in adults of the Little Ringed Plover, the white eyebrow does not stop at the forehead.|ef9d993e8fe14e0481628b822243c208
little ringed plover (adult)|in flight|In flight, an adult Little Ringed Plover shows a narrow, indistinct whitish wing stripe.|ef9d993e8fe14e0481628b822243c208
little ringed plover|breeds|The Little Ringed Plover breeds on stony substrates around lakes, gravel pits, and along rivers.|ef9d993e8fe14e0481628b822243c208
little ringed plover|migrants|Migrants of the Little Ringed Plover occur in a wide variety of fresh and brackish wetland habitats.|ef9d993e8fe14e0481628b822243c208
little ringed plover|rarely|Rarely, migrants of the Little Ringed Plover can be found out on open tidal areas.|ef9d993e8fe14e0481628b822243c208
little ringed plover|clipped ‘peu’ call|The clipped ‘peu’ call of the Little Ringed Plover is quite distinct from the call of a Common Ringed Plover.|ef9d993e8fe14e0481628b822243c208
little ringed plover|common ringed plover|The clipped ‘peu’ call of the Little Ringed Plover is quite distinct from the call of a Common Ringed Plover.|ef9d993e8fe14e0481628b822243c208
large-billed crow|species|The Large-billed Crow is a species of crow.|3bc579f605734f728f1b9fceeda2f9d2
size|large-billed crow|The Large-billed Crow varies in size across its range.|3bc579f605734f728f1b9fceeda2f9d2
bill|large-billed crow|The Large-billed Crow has a relatively long, daggerlike bill with a curved top.|3bc579f605734f728f1b9fceeda2f9d2
glossiness|large-billed crow|The Large-billed Crow is entirely black with a variable amount of glossiness.|3bc579f605734f728f1b9fceeda2f9d2
scavenger|large-billed crow|The Large-billed Crow primarily feeds on carrion, leftover food from humans, and also food stolen from other birds.|3bc579f605734f728f1b9fceeda2f9d2
raptors|large-billed crow|The Large-billed Crow often gangs up to attack and chase other birds, especially raptors.|3bc579f605734f728f1b9fceeda2f9d2
habitat|large-billed crow|The Large-billed Crow occurs in a wide range of habitats including woodlands, urban landscapes, agricultural fields, and open scrub forests.|3bc579f605734f728f1b9fceeda2f9d2
call|large-billed crow|The call of the Large-billed Crow varies, generally a harsh or croaking crow.|3bc579f605734f728f1b9fceeda2f9d2
long-tailed shrike|species|The Long-tailed Shrike is a species.|a64b1423423940659455aa3ae52e41f1
long-tailed shrike|large|The Long-tailed Shrike is large.|a64b1423423940659455aa3ae52e41f1
long-tailed shrike|noisy|The Long-tailed Shrike is noisy.|a64b1423423940659455aa3ae52e41f1
long-tailed shrike|open habitats across asia|The Long-tailed Shrike is typical of open habitats across Asia.|a64b1423423940659455aa3ae52e41f1
adults|long-tailed shrike|Adults refer to the mature individuals of the Long-tailed Shrike.|a64b1423423940659455aa3ae52e41f1
adults|dark mask|Adults of the Long-tailed Shrike have a dark mask.|a64b1423423940659455aa3ae52e41f1
adults|light gray upper back|Adults of the Long-tailed Shrike have a light gray upper back.|a64b1423423940659455aa3ae52e41f1
adults|variable amount of orange on lower back and flanks|Adults of the Long-tailed Shrike have a variable amount of orange on lower back and flanks.|a64b1423423940659455aa3ae52e41f1
eastern subspecies|long-tailed shrike|The eastern subspecies refers to one of the subspecies of the Long-tailed Shrike.|a64b1423423940659455aa3ae52e41f1
eastern subspecies|complete black cap|The eastern subspecies of the Long-tailed Shrike has a complete black cap.|a64b1423423940659455aa3ae52e41f1
melanistic form|long-tailed shrike|The melanistic form refers to a darker variation of the Long-tailed Shrike.|a64b1423423940659455aa3ae52e41f1
melanistic form|more extensive dark mask and is darker overall|The melanistic form of the Long-tailed Shrike has more extensive dark mask and is darker overall.|a64b1423423940659455aa3ae52e41f1
smaller bay-backed shrike|long-tailed shrike|The Smaller Bay-backed Shrike is a smaller variation of the Long-tailed Shrike.|a64b1423423940659455aa3ae52e41f1
smaller bay-backed shrike|thicker black mask|The Smaller Bay-backed Shrike has a thicker black mask.|a64b1423423940659455aa3ae52e41f1
gray-backed shrike|long-tailed shrike|The Gray-backed Shrike is another variation of the Long-tailed Shrike.|a64b1423423940659455aa3ae52e41f1
gray-backed shrike|darker gray back|The Gray-backed Shrike has a darker gray back.|a64b1423423940659455aa3ae52e41f1
gray-backed shrike|lacks orange coloration and white in wings|The Gray-backed Shrike lacks orange coloration and white in its wings.|a64b1423423940659455aa3ae52e41f1
juveniles|long-tailed shrike|Juveniles refer to the young individuals of the Long-tailed Shrike.|a64b1423423940659455aa3ae52e41f1
juveniles|difficult to separate from other juvenile shrikes|The juveniles of the Long-tailed Shrike are difficult to separate from other juvenile shrikes.|a64b1423423940659455aa3ae52e41f1
long-tailed shrike|gives loud, screeching calls|The Long-tailed Shrike gives loud, screeching calls.|a64b1423423940659455aa3ae52e41f1
long-tailed shrike|also mimics other birds|The Long-tailed Shrike also mimics other birds.|a64b1423423940659455aa3ae52e41f1
european starling|stocky|The European Starling is described as stocky in this context.|fd4c4f125b9e4b4bb8abfd92b62c77ec
european starling|dark|The European Starling is overall dark in this context.|fd4c4f125b9e4b4bb8abfd92b62c77ec
european starling|short tail|The European Starling has a short tail as per the description.|fd4c4f125b9e4b4bb8abfd92b62c77ec
european starling|triangular wings|The European Starling's wings are described as triangular in this context.|fd4c4f125b9e4b4bb8abfd92b62c77ec
european starling (breeding season)|purple and green iridescence|During the breeding season, the European Starling shows beautiful plumage with purple and green iridescence.|fd4c4f125b9e4b4bb8abfd92b62c77ec
european starling (breeding season)|yellow bill|During the breeding season, the European Starling has a yellow bill.|fd4c4f125b9e4b4bb8abfd92b62c77ec
european starling (winter)|white and buffy spots|In winter, the European Starling shows extensive white and buffy spots over its entire body.|fd4c4f125b9e4b4bb8abfd92b62c77ec
juvenile european starling|grayish-brown|The juvenile European Starling is plain grayish-brown.|fd4c4f125b9e4b4bb8abfd92b62c77ec
juvenile european starling|note bill shape|To identify a juvenile European Starling, note its bill shape.|fd4c4f125b9e4b4bb8abfd92b62c77ec
european starling|native to eurasia|The European Starling is native to Eurasia.|fd4c4f125b9e4b4bb8abfd92b62c77ec
european starling|introduced extensively across the globe|The European Starling has been introduced widely across the world.|fd4c4f125b9e4b4bb8abfd92b62c77ec
european starling|often abundant|The European Starling is often found in large numbers.|fd4c4f125b9e4b4bb8abfd92b62c77ec
european starling|gathers in large flocks|The European Starling gathers in large flocks, particularly in open agricultural areas and towns and cities.|fd4c4f125b9e4b4bb8abfd92b62c77ec
european starling|makes a variety of squeaky vocalizations|The European Starling makes a variety of squeaky sounds.|fd4c4f125b9e4b4bb8abfd92b62c77ec
european starling|often mimics other species|The European Starling is known for mimicking the vocalizations of other bird species.|fd4c4f125b9e4b4bb8abfd92b62c77ec
european starling|visits feeders|The European Starling visits bird feeders.|fd4c4f125b9e4b4bb8abfd92b62c77ec
european starling|aggressive towards other birds|The European Starling is often aggressive towards other birds at feeders.|fd4c4f125b9e4b4bb8abfd92b62c77ec
citrine wagtail|species|The Citrine Wagtail is a species of bird.|81069b09025e406d99c71aa9d80989e4
widespread|citrine wagtail|The Citrine Wagtail is widespread over much of Asia.|81069b09025e406d99c71aa9d80989e4
asia|citrine wagtail|The Citrine Wagtail is found over much of Asia.|81069b09025e406d99c71aa9d80989e4
rare|citrine wagtail|In western Europe, the Citrine Wagtail is rare.|81069b09025e406d99c71aa9d80989e4
breeding males|citrine wagtail|Breeding males of the Citrine Wagtail are spectacular and unmistakable due to their bright yellow head and body.|81069b09025e406d99c71aa9d80989e4
black collar|breeding males, citrine wagtail|Breeding males of the Citrine Wagtail have a black collar.|81069b09025e406d99c71aa9d80989e4
gray (most of range)|breeding males, citrine wagtail|For most of its range, the back of breeding males of the Citrine Wagtail is gray.|81069b09025e406d99c71aa9d80989e4
black (central and southern asia)|breeding males, citrine wagtail|In central and southern Asia, the back of breeding males of the Citrine Wagtail is black.|81069b09025e406d99c71aa9d80989e4
females|citrine wagtail|Females of the Citrine Wagtail are less conspicuous, being dull yellow with a dark cheek patch.|81069b09025e406d99c71aa9d80989e4
dull yellow|females, citrine wagtail|Females of the Citrine Wagtail are dull yellow.|81069b09025e406d99c71aa9d80989e4
dark cheek patch|females, citrine wagtail|Females of the Citrine Wagtail have a dark cheek patch.|81069b09025e406d99c71aa9d80989e4
isolated in yellow face|dark cheek patch, females, citrine wagtail|The dark cheek patch of females of the Citrine Wagtail is isolated in the yellow face.|81069b09025e406d99c71aa9d80989e4
gray crown and back|females, citrine wagtail|Females of the Citrine Wagtail have a gray crown and back.|81069b09025e406d99c71aa9d80989e4
juveniles|citrine wagtail|Juvenile Citrine Wagtails have the same cheek pattern as adults but are dingy grayish overall without yellow tones.|81069b09025e406d99c71aa9d80989e4
dingy grayish|juveniles, citrine wagtail|Juvenile Citrine Wagtails are dingy grayish overall.|81069b09025e406d99c71aa9d80989e4
white wingbars|citrine wagtail|The Citrine Wagtail has white wingbars, which are conspicuous in all plumages.|81069b09025e406d99c71aa9d80989e4
pale lores|citrine wagtail|Note the pale lores of the Citrine Wagtail.|81069b09025e406d99c71aa9d80989e4
marsh|citrine wagtail|The Citrine Wagtail is usually seen at marshes.|81069b09025e406d99c71aa9d80989e4
lake edges|citrine wagtail|The Citrine Wagtail is often found at lake edges.|81069b09025e406d99c71aa9d80989e4
marshes and lake edges|habitat, citrine wagtail|The Citrine Wagtail is more tied to water than Eastern Yellow, Western Yellow, or White Wagtail; it is usually seen at marshes and lake edges.|81069b09025e406d99c71aa9d80989e4
tsriip|contact call, citrine wagtail|The contact call of the Citrine Wagtail is 'tsriip'.|81069b09025e406d99c71aa9d80989e4
harsher|contact call, citrine wagtail|The contact call of the Citrine Wagtail is harsher than that of Eastern and Western Yellow Wagtails.|81069b09025e406d99c71aa9d80989e4
eastern yellow|citrine wagtail|The Citrine Wagtail is different from the Eastern Yellow Wagtail.|81069b09025e406d99c71aa9d80989e4
western yellow|citrine wagtail|The Citrine Wagtail is different from the Western Yellow Wagtail.|81069b09025e406d99c71aa9d80989e4
white wagtail|citrine wagtail|The Citrine Wagtail is different from the White Wagtail.|81069b09025e406d99c71aa9d80989e4
temminck's stint|species|Temminck's Stint is a species.|bce532c264184f13ac641b15132dd7f8
temminck's stint|breeds on wet moorland|Temminck's Stint breeds on wet moorland.|bce532c264184f13ac641b15132dd7f8
wet moorland|location|Wet moorland is a location where Temminck's Stint breeds.|bce532c264184f13ac641b15132dd7f8
temminck's stint|primarily in scandinavia and russia|Temminck's Stint primarily breeds in Scandinavia and Russia.|bce532c264184f13ac641b15132dd7f8
temminck's stint|also in russia|Temminck's Stint also breeds in Russia.|bce532c264184f13ac641b15132dd7f8
temminck's stint|migrants occur in wetland habitats across africa and southern asia|During migration, Temminck's Stint occurs in wetland habitats across Africa and southern Asia.|bce532c264184f13ac641b15132dd7f8
wetland habitats|habitat|Wetland habitats are the habitats where migrating Temminck's Stint can be found.|bce532c264184f13ac641b15132dd7f8
africa and southern asia|location|Africa and southern Asia are locations where migrating Temminck's Stint can be found.|bce532c264184f13ac641b15132dd7f8
temminck's stint|found mainly as singles or small groups|Temminck's Stint is usually found in small numbers, either as singles or small groups.|bce532c264184f13ac641b15132dd7f8
locally in flocks|occurrence|In certain areas, Temminck's Stint can occur in larger groups, locally forming flocks.|bce532c264184f13ac641b15132dd7f8
temminck's stint|often keeps apart from other shorebirds|Temminck's Stint typically feeds separately from other shorebirds.|bce532c264184f13ac641b15132dd7f8
marshy and muddy edges|location|Temminck's Stint is often found feeding at the marshy and muddy edges of wetlands.|bce532c264184f13ac641b15132dd7f8
cover|location|Temminck's Stint is often found near cover, typically feeding at the edge or adjacent to it.|bce532c264184f13ac641b15132dd7f8
temminck's stint|feeding quietly|Temminck's Stint feeds quietly in its environment.|bce532c264184f13ac641b15132dd7f8
temminck's stint|plumage (limited bright marks on back of breeding adults)|The plumage of Temminck's Stint during breeding has limited bright marks on its back.|bce532c264184f13ac641b15132dd7f8
limited bright marks|characteristic|Limited bright marks are a characteristic feature of the plumage of Temminck's Stint during breeding.|bce532c264184f13ac641b15132dd7f8
greenish-yellow legs|physical trait|Temminck's Stint has greenish-yellow legs.|bce532c264184f13ac641b15132dd7f8
in flight, sides of tail flash bright white|behavior|When in flight, the sides of a Temminck's Stint's tail flash bright white.|bce532c264184f13ac641b15132dd7f8
bright white|color|The bright white color is a characteristic feature that can be observed on the sides of a Temminck's Stint's tail in flight.|bce532c264184f13ac641b15132dd7f8
unlike grayish of little stint|comparison|The bright white flash on the sides of a Temminck's Stint's tail in flight is unlike the grayish flash of a Little Stint.|bce532c264184f13ac641b15132dd7f8
little stint|species|The Little Stint is another species, which can be distinguished from Temminck's Stint by its different tail flash color in flight.|bce532c264184f13ac641b15132dd7f8
verditer flycatcher|species|The Verditer Flycatcher is a species of flycatcher.|319337c6bec04055996013c1fd1edbcb
beautifully vivid turquoise-blue|adult male|The adult male Verditer Flycatcher has beautifully vivid turquoise-blue feathers.|319337c6bec04055996013c1fd1edbcb
dark lores|adult male|The dark lores are a characteristic of the adult male Verditer Flycatcher.|319337c6bec04055996013c1fd1edbcb
duller|juvenile|The juvenile Verditer Flycatcher is duller compared to the adult one.|319337c6bec04055996013c1fd1edbcb
noticeably grayer underparts|juvenile|The noticeably grayer underparts are a characteristic of the juvenile Verditer Flycatcher.|319337c6bec04055996013c1fd1edbcb
upright on exposed perches|sits|The Verditer Flycatcher sits upright on exposed perches.|319337c6bec04055996013c1fd1edbcb
lowland and hill forests and forest edges|found|The Verditer Flycatcher can be found in lowland and hill forests, as well as forest edges.|319337c6bec04055996013c1fd1edbcb
high and undulating phrase of burry or trilled notes|song|The song of the Verditer Flycatcher is a high and undulating phrase of burry or trilled notes.|319337c6bec04055996013c1fd1edbcb
strident ‘wheet!’|most common call|The most common call of the Verditer Flycatcher is a strident ‘wheet!'|319337c6bec04055996013c1fd1edbcb
western marsh harrier|species|The Western Marsh Harrier is a species of bird.|2f577fa58f994b5e99aa321eb0a6c6b3
gangly raptor|western marsh harrier|The Western Marsh Harrier is described as a gangly raptor in the text.|2f577fa58f994b5e99aa321eb0a6c6b3
long wings and tail|characteristics of western marsh harrier|The Western Marsh Harrier has long wings and tail.|2f577fa58f994b5e99aa321eb0a6c6b3
marshes and wetlands with extensive reed beds|habitat of western marsh harrier|The Western Marsh Harrier is local in marshes, wetlands, and areas with extensive reed beds.|2f577fa58f994b5e99aa321eb0a6c6b3
quartering fairly low over marshes|behavior of western marsh harrier|The Western Marsh Harrier is commonly seen in flight, quartering fairly low over marshes.|2f577fa58f994b5e99aa321eb0a6c6b3
dark brown overall with variable creamy cap, throat, and narrow leading edge to wing|plumage of western marsh harrier|The commonest plumage of the Western Marsh Harrier is dark brown overall with variable creamy cap, throat, and a narrow leading edge to the wing.|2f577fa58f994b5e99aa321eb0a6c6b3
brightest adult males have tricolored upperwings|distinctive features of western marsh harrier|The brightest adult males of the Western Marsh Harrier have tricolored upperwings.|2f577fa58f994b5e99aa321eb0a6c6b3
grayish tail, pale head and breast contrasting with rusty-brown belly|additional features of western marsh harrier|The grayish tail, pale head and breast, and the rusty-brown belly are additional features of the Western Marsh Harrier.|2f577fa58f994b5e99aa321eb0a6c6b3
extremely similar to closely related eastern marsh-harrier|similar species to western marsh harrier|The Western Marsh Harrier is extremely similar to the Eastern Marsh-Harrier.|2f577fa58f994b5e99aa321eb0a6c6b3
darker-headed and browner-chested|differences between eastern marsh-harrier and western marsh harrier|Males of the Eastern Marsh-Harrier are darker-headed and browner-chested compared to males of the Western Marsh Harrier.|2f577fa58f994b5e99aa321eb0a6c6b3
warmer brown and streakier on the chest|differences between eastern marsh-harrier and western marsh harrier|Females of the Eastern Marsh-Harrier are warmer brown and streakier on the chest compared to females of the Western Marsh Harrier.|2f577fa58f994b5e99aa321eb0a6c6b3
without eurasian's discrete white 'cap' and dark line through the eye|differences between eastern marsh-harrier and western marsh harrier|Females of the Eastern Marsh-Harrier lack the discrete white 'cap' and dark line through the eye that are present in females of the Western Marsh Harrier.|2f577fa58f994b5e99aa321eb0a6c6b3
eurasian hoopoe|orange bird|The Eurasian Hoopoe is described as an 'utterly unmistakable orange bird' in the context.|e30e2d93a6194996b9c06e4aef6473d9
eurasian hoopoe|zebra-striped wings|The Eurasian Hoopoe is characterized by having 'zebra-striped wings'.|e30e2d93a6194996b9c06e4aef6473d9
eurasian hoopoe|chinese fan of a crest|The Eurasian Hoopoe has a 'Chinese fan of a crest', which is usually held closed, but often raised just after landing.|e30e2d93a6194996b9c06e4aef6473d9
eurasian hoopoe|rapier of a bill|The Eurasian Hoopoe has a 'rapier of a bill'.|e30e2d93a6194996b9c06e4aef6473d9
eurasian hoopoe|semiopen habitats|The Eurasian Hoopoe favors 'semiopen habitats' such as heathland, farmland, orchards, grassy lawns.|e30e2d93a6194996b9c06e4aef6473d9
eurasian hoopoe|insects|The Eurasian Hoopoe feeds on the ground by probing with its long bill for 'insects'.|e30e2d93a6194996b9c06e4aef6473d9
eurasian hoopoe|fast and fairly direct flight|The flight of the Eurasian Hoopoe is described as 'fast and fairly direct'.|e30e2d93a6194996b9c06e4aef6473d9
eurasian hoopoe|woodpeckers|In flight, the Eurasian Hoopoe may have a 'loosely resemble' the flight pattern and round wings of woodpeckers; note far longer and thinner bill.|e30e2d93a6194996b9c06e4aef6473d9
eurasian hoopoe|round wings|The Eurasian Hoopoe has 'round wings'.|e30e2d93a6194996b9c06e4aef6473d9
eurasian hoopoe|song|The song of the Eurasian Hoopoe is described as a 'distinctive “hoopoopoo”'.|e30e2d93a6194996b9c06e4aef6473d9
paddyfield pipit|bird|The Paddyfield Pipit is a type of bird.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|sparrow-sized|The Paddyfield Pipit is sparrow-sized, meaning it has a similar size to a sparrow.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|resident pipit|The Paddyfield Pipit is a resident pipit, which means it stays in one place throughout the year.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|brown plumage|The Paddyfield Pipit has brown plumage, which refers to its feathers' color.|c3de996ae930495bad44f5ec9b714e4e
plumage|varies in tones|The color of the Paddyfield Pipit's plumage varies in different parts of its range.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|bi-colored bill|The Paddyfield Pipit has a bi-colored bill, meaning it has two colors on its beak.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|open habitats|The Paddyfield Pipit is common in open habitats such as wetlands, farms, fields, and even large parks.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|wetlands|The Paddyfield Pipit can be found in wetlands.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|farms|The Paddyfield Pipit is common in farms.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|fields|The Paddyfield Pipit can be found in fields.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|large parks|The Paddyfield Pipit is common in large parks.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|juveniles|Juvenile Paddyfield Pipits show distinct and dark mottling on the upperparts.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|distinct and dark mottling|Juvenile Paddyfield Pipits have distinct and dark mottling on their upperparts.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|mottling|Mottling refers to the dark markings on the feathers of juvenile Paddyfield Pipits.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|upperparts|The upperparts refer to the feathers on the back and upper body of the Paddyfield Pipit.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|streaked breast|The breast of the Paddyfield Pipit is streaked.|c3de996ae930495bad44f5ec9b714e4e
upperparts|variable amounts of streaking|The upperparts of the Paddyfield Pipit have variable amounts of streaking.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|blyth’s pipit|The Paddyfield Pipit is relatively compact and has a more distinct eyebrow, fainter or no streaking on the back of the neck, a larger head, and a shorter tail than Blyth’s Pipit.|c3de996ae930495bad44f5ec9b714e4e
paddyfield pipit|richard’s pipit|The Paddyfield Pipit is relatively compact and has a more distinct eyebrow, fainter or no streaking on the back of the neck, a larger head, and a shorter tail than Richard’s Pipit.|c3de996ae930495bad44f5ec9b714e4e
